client_id,day_of_week,open_time,close_time
61,1,17:00,20:30
61,2,10:00,14:30
61,2,17:00,20:30
61,3,10:00,14:30
61,3,17:00,20:30
61,4,10:00,14:30
61,4,17:00,20:30
61,5,10:00,14:30
62,0,09:00,13:30
62,0,15:00,20:00
62,1,09:00,13:30
62,1,15:00,20:00
62,2,09:00,13:30
62,2,15:00,20:00
62,3,09:00,13:30
62,3,15:00,20:00
62,4,09:00,13:30
62,4,15:00,20:00
62,5,09:00,13:30
63,0,09:30,13:30
63,0,16:30,20:30
63,1,09:30,13:30
63,1,16:30,20:30
63,2,09:30,13:30
63,2,16:30,20:30
63,3,09:30,13:30
63,3,16:30,20:30
63,4,09:30,13:30
63,4,16:30,20:30
63,5,09:30,13:30
64,0,09:00,13:30
64,0,16:00,19:30
64,1,09:00,13:30
64,1,16:00,19:30
64,2,09:00,13:30
64,2,16:00,19:30
64,3,09:00,13:30
64,3,16:00,19:30
64,4,09:00,13:30
64,4,16:00,19:30
64,5,09:00,13:30
65,0,09:00,20:30
65,1,09:00,20:30
65,2,09:00,20:30
65,3,09:00,20:30
65,4,09:00,20:30
65,5,09:00,14:00
66,0,09:30,13:30
66,0,17:00,19:30
66,1,09:30,13:30
66,1,17:00,19:30
66,2,09:30,13:30
66,2,17:00,19:30
66,3,09:30,13:30
66,3,17:00,19:30
66,4,09:30,13:30
66,4,17:00,19:30
67,0,09:00,14:00
67,0,16:00,20:00
67,1,09:00,14:00
67,1,16:00,20:00
67,2,09:00,14:00
67,2,16:00,20:00
67,3,09:00,14:00
67,3,16:00,20:00
67,4,09:00,14:00
67,4,16:00,20:00
67,5,09:00,14:00
68,0,09:00,14:00
68,0,16:00,20:00
68,1,09:00,14:00
68,1,16:00,20:00
68,2,09:00,14:00
68,2,16:00,20:00
68,3,09:00,14:00
68,3,16:00,20:00
68,4,09:00,14:00
68,4,16:00,20:00
68,5,09:00,14:00
69,0,09:00,14:00
69,0,16:00,20:00
69,1,09:00,14:00
69,1,16:00,20:00
69,2,09:00,14:00
69,2,16:00,20:00
69,3,09:00,14:00
69,3,16:00,20:00
69,4,09:00,14:00
69,4,16:00,20:00
69,5,09:30,14:00
70,1,08:00,20:00
70,2,08:00,20:00
70,3,08:00,20:00
70,4,08:00,20:00
70,5,00:00,00:00
71,0,09:30,13:30
71,0,16:30,19:30
71,1,09:30,13:30
71,1,16:30,19:30
71,2,09:30,13:30
71,2,16:30,19:30
71,3,09:30,13:30
71,4,09:30,13:30
71,4,16:30,19:30
71,5,10:00,13:30
72,0,09:30,13:30
72,0,17:00,20:00
72,1,09:30,13:30
72,1,17:00,20:00
72,2,09:30,13:30
72,2,17:00,20:00
72,3,09:30,13:30
72,3,17:00,20:00
72,4,09:30,13:30
72,4,17:00,20:00
72,5,09:30,13:30
73,0,09:30,13:30
73,0,16:30,19:30
73,1,09:30,13:30
73,1,16:30,19:30
73,2,09:30,13:30
73,2,16:30,19:30
73,3,09:30,13:30
73,4,09:30,13:30
73,4,16:30,19:30
73,5,10:00,13:30
75,0,09:00,14:00
75,0,16:00,19:00
75,1,09:00,14:00
75,1,16:00,19:00
75,2,09:00,14:00
75,2,16:00,19:00
75,3,09:00,14:00
75,3,16:00,19:00
75,4,09:00,14:00
75,4,16:00,19:00
75,5,09:30,13:30
76,0,09:00,13:30
76,0,16:00,20:00
76,1,09:00,13:00
76,1,16:00,20:00
76,2,09:00,13:30
76,2,16:00,20:00
76,3,09:00,13:30
76,3,16:00,20:00
76,4,09:00,13:30
76,4,16:00,20:00
76,5,09:00,14:00
77,0,09:00,13:30
77,0,16:00,20:00
77,1,09:00,13:00
77,1,16:00,20:00
77,2,09:00,13:30
77,2,16:00,20:00
77,3,09:00,13:30
77,3,16:00,20:00
77,4,09:00,13:30
77,4,16:00,20:00
77,5,09:00,14:00
79,0,09:00,13:30
79,0,16:00,20:30
79,1,09:00,13:30
79,1,16:00,20:30
79,2,09:00,13:30
79,2,16:00,20:30
79,3,09:00,13:30
79,3,16:00,20:30
79,4,09:00,13:30
79,4,16:00,20:30
79,5,09:00,13:30
80,0,09:30,13:30
80,0,16:30,20:30
80,1,09:30,13:30
80,1,16:30,20:00
80,2,09:30,13:30
80,2,16:30,20:30
80,3,09:30,13:30
80,3,16:30,20:30
80,4,09:30,13:30
80,4,16:30,20:30
80,5,09:30,13:45
81,0,09:30,14:00
81,0,16:30,20:00
81,1,09:30,14:00
81,1,16:30,20:00
81,2,09:30,14:00
81,2,16:30,20:00
81,3,09:30,14:00
81,3,16:30,20:00
81,4,09:30,14:00
81,4,16:30,20:00
81,5,09:30,14:00
82,0,09:00,14:00
82,0,16:00,20:30
82,1,09:00,14:00
82,1,16:00,20:30
82,2,09:00,14:00
82,2,16:00,20:30
82,3,09:00,14:00
82,3,16:00,20:30
82,4,09:00,14:00
82,4,16:00,20:30
82,5,09:00,14:00
82,5,16:30,20:00
83,0,09:00,13:00
83,0,16:30,19:30
83,1,09:00,13:00
83,1,16:30,19:30
83,2,09:00,13:00
83,2,16:30,19:30
83,3,09:00,13:00
83,3,16:30,19:30
83,4,09:00,13:00
83,4,16:30,19:30
83,5,09:00,13:00
84,0,09:00,19:00
84,1,09:00,19:00
84,2,09:00,19:00
84,3,09:00,19:00
84,4,09:00,19:00
84,5,09:00,13:00
85,6,09:30,13:00
85,6,14:00,18:30
85,0,09:30,13:00
85,0,14:00,18:30
85,1,09:30,13:00
85,1,14:00,18:30
85,2,09:30,13:00
85,2,14:00,18:30
85,3,09:30,13:00
85,3,14:00,18:30
85,4,09:30,13:00
85,4,14:00,18:30
85,5,09:30,13:00
85,5,14:00,18:30
86,0,09:30,13:30
86,0,16:00,20:00
86,1,09:30,13:30
86,1,16:00,20:00
86,2,09:30,13:30
86,2,16:00,20:00
86,3,09:30,13:30
86,3,16:00,20:00
86,4,09:30,13:30
86,4,16:00,20:00
86,5,09:30,13:30
87,0,09:00,13:30
87,0,16:30,20:00
87,1,09:00,14:00
87,1,16:30,20:00
87,2,09:00,14:00
87,2,16:30,20:00
87,3,09:00,14:00
87,3,16:30,20:00
87,4,09:00,14:00
87,4,16:30,20:00
87,5,09:00,13:30
88,0,09:30,14:00
88,0,16:30,20:00
88,1,09:30,14:00
88,1,16:30,20:00
88,2,09:30,14:00
88,2,16:30,20:00
88,3,09:30,14:00
88,3,16:30,20:00
88,4,09:30,14:00
88,4,16:30,20:00
88,5,09:30,13:30
89,0,09:30,13:30
89,0,16:30,20:00
89,1,09:30,13:30
89,1,16:30,20:00
89,2,09:30,13:30
89,2,16:30,20:00
89,3,09:30,13:30
89,3,16:30,20:00
89,4,09:30,13:30
89,4,16:30,20:00
89,5,09:30,13:30
90,0,09:30,14:00
90,0,16:30,20:00
90,1,09:30,14:00
90,1,16:30,20:00
90,2,09:30,14:00
90,2,16:30,20:00
90,3,09:30,14:00
90,3,16:30,20:00
90,4,09:30,14:00
90,4,16:30,20:00
90,5,09:30,13:30
91,0,09:00,14:00
91,0,16:30,20:00
91,1,09:00,14:00
91,1,16:30,20:00
91,2,09:00,14:00
91,2,16:30,20:00
91,3,09:00,14:00
91,3,16:30,20:00
91,4,09:00,14:00
91,4,16:30,20:00
91,5,09:00,14:00
92,0,09:30,13:30
92,0,16:00,20:00
92,1,09:30,13:30
92,1,16:00,20:00
92,2,09:30,13:30
92,2,16:00,20:00
92,3,09:30,13:30
92,3,16:00,20:00
92,4,09:30,13:30
92,4,16:00,20:00
92,5,09:30,14:00
93,0,09:00,13:30
93,0,16:00,20:00
93,1,09:00,13:30
93,1,16:00,20:00
93,2,09:00,13:30
93,2,16:00,20:00
93,3,09:00,13:30
93,3,16:00,20:00
93,4,09:00,13:30
93,4,16:00,20:00
93,5,09:00,13:30
94,0,09:30,13:30
94,0,16:30,20:00
94,1,09:30,13:30
94,1,16:30,20:00
94,2,09:30,13:30
94,2,16:30,20:00
94,3,09:30,13:30
94,3,16:30,20:00
94,4,09:30,13:30
94,4,16:30,20:00
94,5,09:30,13:30
95,0,09:30,14:00
95,0,16:00,20:30
95,1,09:30,14:00
95,1,16:00,20:30
95,2,09:30,14:00
95,2,16:00,20:30
95,3,09:30,14:00
95,3,16:00,20:30
95,4,09:30,14:00
95,4,16:00,20:30
95,5,09:30,14:00
96,0,09:00,13:30
96,0,16:00,20:00
96,1,09:00,13:30
96,1,16:00,20:00
96,2,09:00,13:30
96,2,16:00,20:00
96,3,09:00,13:30
96,3,16:00,20:00
96,4,09:00,13:30
96,4,16:00,20:00
96,5,09:00,13:30
97,0,09:30,13:30
97,0,15:30,20:00
97,1,09:00,13:30
97,1,15:30,20:00
97,2,09:00,13:30
97,2,15:30,20:00
97,3,09:00,13:30
97,3,15:30,20:00
97,4,09:00,13:30
97,4,15:30,20:00
97,5,09:30,13:30
98,0,09:30,13:30
98,0,15:30,20:00
98,1,09:00,13:30
98,1,15:30,20:00
98,2,09:00,13:30
98,2,15:30,20:00
98,3,09:00,13:30
98,3,15:30,20:00
98,4,09:00,13:30
98,4,15:30,20:00
98,5,09:30,13:30
99,6,00:00,00:00
100,0,09:00,13:30
100,0,16:30,21:00
100,1,09:00,13:30
100,1,16:30,21:00
100,2,09:00,13:30
100,2,16:30,21:00
100,3,09:00,13:30
100,3,16:30,21:00
100,4,09:00,13:30
100,4,16:30,21:00
100,5,09:00,13:30
101,0,09:00,14:00
101,0,16:30,20:30
101,1,09:00,14:00
101,1,16:30,20:30
101,2,09:00,14:00
101,2,16:30,20:30
101,3,09:00,14:00
101,3,16:30,20:30
101,4,09:00,14:00
101,4,16:30,20:30
101,5,09:00,14:00
103,0,09:30,14:00
103,0,16:30,20:00
103,1,09:30,14:00
103,1,16:30,20:00
103,2,09:30,14:00
103,2,16:30,20:00
103,3,09:30,14:00
103,3,16:30,20:00
103,4,09:30,14:00
103,4,16:30,20:00
103,5,09:30,14:00
104,0,09:30,13:30
104,0,17:00,20:30
104,1,09:30,13:30
104,1,17:00,20:30
104,2,09:30,13:30
104,2,17:00,20:30
104,3,09:30,13:30
104,3,17:00,20:30
104,4,09:30,13:30
104,4,17:00,20:30
104,5,09:30,13:30
105,0,09:00,14:00
105,0,16:00,21:00
105,1,09:00,14:00
105,1,16:00,21:00
105,2,09:00,14:00
105,2,16:00,21:00
105,3,09:00,14:00
105,3,16:00,21:00
105,4,09:00,14:00
105,4,16:00,20:00
105,5,09:00,14:00
105,5,16:00,20:00
107,0,09:00,13:00
107,0,15:00,19:00
107,1,09:00,13:00
107,1,15:00,19:00
107,2,09:00,13:00
107,2,15:00,19:00
107,3,09:00,13:00
107,3,15:00,19:00
107,4,09:00,13:00
107,4,15:00,19:00
107,5,09:00,13:00
108,0,09:30,14:00
108,0,17:00,20:30
108,1,09:30,14:00
108,1,17:00,20:30
108,2,09:30,14:00
108,2,17:00,20:30
108,3,09:30,14:00
108,3,17:00,20:30
108,4,09:30,14:00
108,4,17:00,20:30
108,5,09:30,14:00
109,0,09:30,13:30
109,0,16:00,20:15
109,1,09:30,13:30
109,1,16:00,20:15
109,2,09:30,13:30
109,2,16:00,20:15
109,3,09:30,13:30
109,3,16:00,20:15
109,4,09:30,13:30
109,4,16:00,20:15
109,5,09:30,13:45
110,0,09:00,13:30
110,0,15:30,20:00
110,1,09:00,13:30
110,1,15:30,20:00
110,2,09:00,13:30
110,2,15:30,20:00
110,3,09:00,13:30
110,3,15:30,20:00
110,4,09:00,13:30
110,4,15:30,20:00
110,5,09:00,13:30
111,0,08:30,18:15
111,1,08:30,18:15
111,2,08:30,18:15
111,3,08:30,18:15
111,4,08:00,14:00
112,0,09:00,13:30
112,0,16:00,20:00
112,1,09:00,13:30
112,1,16:00,20:00
112,2,09:00,13:30
112,2,16:00,20:00
112,3,09:00,13:30
112,3,16:00,20:00
112,4,09:00,13:30
112,4,16:00,20:00
112,5,09:00,14:00
113,0,09:30,13:30
113,0,16:00,20:00
113,1,09:30,13:30
113,1,16:00,20:00
113,2,09:30,13:30
113,2,16:00,20:00
113,3,09:30,13:30
113,3,16:00,20:00
113,4,09:30,13:30
113,4,16:00,20:00
113,5,09:30,13:30
114,0,09:00,13:30
114,0,16:00,19:30
114,1,09:00,13:30
114,1,16:00,19:30
114,2,09:00,13:30
114,2,16:00,19:30
114,3,09:00,13:30
114,3,16:00,19:30
114,4,09:00,13:30
114,4,16:00,19:30
114,5,09:00,13:00
115,0,09:00,13:30
115,0,16:00,19:30
115,1,09:00,13:30
115,1,16:00,19:30
115,2,09:00,13:30
115,2,16:00,19:30
115,3,09:00,13:30
115,3,16:00,19:30
115,4,09:00,13:30
115,4,16:00,19:30
115,5,09:00,13:00
116,0,09:30,13:30
116,0,17:00,20:00
116,1,09:30,13:30
116,1,17:00,20:00
116,2,09:30,13:30
116,2,17:00,20:00
116,3,09:30,13:30
116,3,17:00,20:00
116,4,09:30,13:30
116,4,17:00,20:00
116,5,09:00,13:30
117,0,09:30,13:30
117,0,17:00,20:00
117,1,09:30,13:30
117,1,17:00,20:00
117,2,09:30,13:30
117,2,17:00,20:00
117,3,09:30,13:30
117,3,17:00,20:00
117,4,09:30,13:30
117,4,17:00,20:00
117,5,09:00,13:30
118,0,09:00,13:30
118,0,15:00,20:00
118,1,09:00,13:30
118,1,15:00,20:00
118,2,09:00,13:30
118,2,15:00,20:00
118,3,09:00,13:30
118,3,15:00,20:00
118,4,09:00,13:30
118,4,15:00,20:00
118,5,09:00,13:30
119,0,09:00,13:00
119,0,15:00,20:00
119,1,09:00,13:00
119,1,15:00,20:00
119,2,09:00,13:00
119,2,15:00,20:00
119,3,09:00,13:00
119,3,15:00,20:00
119,4,09:00,13:00
119,4,15:00,20:00
119,5,09:00,13:00
119,5,15:00,20:00
120,0,09:00,13:30
120,0,16:30,20:00
120,1,09:00,13:30
120,1,16:30,20:00
120,2,09:00,13:30
120,2,16:30,20:00
120,3,09:00,13:30
120,3,16:30,20:00
120,4,09:00,13:30
120,4,16:30,20:00
120,5,09:00,14:00
122,0,09:00,14:00
122,0,16:00,20:30
122,1,09:00,14:00
122,1,16:00,20:30
122,2,09:00,14:00
122,2,16:00,20:30
122,3,09:00,14:00
122,3,16:00,20:30
122,4,09:00,14:00
122,4,16:00,20:30
122,5,09:00,14:00
123,0,09:30,13:30
123,0,17:00,20:30
123,1,09:30,13:30
123,1,17:00,20:30
123,2,09:30,13:30
123,2,17:00,20:30
123,3,09:30,13:30
123,3,17:00,20:30
123,4,09:30,13:30
123,4,17:00,20:30
123,5,09:30,13:30
124,0,09:30,13:30
124,0,16:30,20:00
124,1,09:30,13:30
124,1,16:30,20:00
124,2,09:30,13:30
124,2,16:30,20:00
124,3,09:30,13:30
124,3,16:30,20:00
124,4,09:30,13:30
124,4,16:30,20:00
124,5,09:30,13:30
125,0,09:00,14:00
125,0,16:00,20:00
125,1,09:00,14:00
125,1,16:00,20:00
125,2,09:00,14:00
125,2,16:00,20:00
125,3,09:00,14:00
125,3,16:00,20:00
125,4,09:00,14:00
125,4,16:00,20:00
125,5,09:00,14:00
126,0,08:45,13:00
126,0,16:00,20:00
126,1,08:45,13:00
126,1,16:00,20:00
126,2,08:45,13:00
126,2,16:00,20:00
126,3,08:45,13:00
126,3,16:00,20:00
126,4,08:45,20:00
126,5,08:45,13:00
127,0,09:30,13:30
127,0,16:00,20:00
127,1,09:30,13:30
127,1,16:00,20:00
127,2,09:30,13:30
127,2,16:00,20:00
127,3,09:30,13:30
127,3,16:00,20:00
127,4,09:30,13:30
127,4,16:00,20:00
127,5,09:00,14:00
128,0,09:00,13:30
128,0,15:30,19:30
128,1,09:00,13:30
128,1,15:30,19:30
128,2,09:00,13:30
128,2,15:30,19:30
128,3,09:00,13:30
128,3,15:30,19:30
128,4,09:00,13:30
128,4,15:30,19:30
128,5,09:00,13:30
128,5,15:30,19:30
129,0,09:30,13:30
129,0,17:00,20:30
129,1,09:30,13:30
129,1,17:00,20:30
129,2,09:30,13:30
129,2,17:00,20:30
